PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] IBM_1.raw.PG.Quantity,[2] IBM_2.raw.PG.Quantity,[3] IBM_3.raw.PG.Quantity,[4] IBM_4.raw.PG.Quantity,[5] IBM_5.raw.PG.Quantity,[6] IBM_6.raw.PG.Quantity,[7] IBM_7.raw.PG.Quantity,[8] IBM_8.raw.PG.Quantity,[9] IBM_9.raw.PG.Quantity,[10] IBM_10.raw.PG.Quantity,[11] IBM_11.raw.PG.Quantity,[12] IBM_12.raw.PG.Quantity,[13] IBM_13.raw.PG.Quantity,[14] IBM_14.raw.PG.Quantity,[15] IBM_15.raw.PG.Quantity,[16] IBM_16.raw.PG.Quantity,[17] IBM_17.raw.PG.Quantity,[18] IBM_CTRL_1.raw.PG.Quantity,[19] IBM_CTRL_2.raw.PG.Quantity,[20] IBM_CTRL_3.raw.PG.Quantity,[21] IBM_CTRL_4.raw.PG.Quantity
Q9P015,MRPL15,"39S ribosomal protein L15, mitochondrial",69753.4453125,99144.6796875,45805.65625,62110.99609375,120599.90625,44417.41015625,72395.1796875,63580.2265625,46443.43359375,75414.375,96652.0234375,73938.4375,55895.3984375,56387.58984375,67997.3828125,63002.84765625,51034.30078125,45650.8203125,97011.90625,28176.48828125,48329.5546875
Q9P016,THYN1,Thymocyte nuclear protein 1,91017.7578125,57942.25,93429.703125,48924.73046875,29762.8125,45083.4765625,51511.78515625,57720.796875,59027.2265625,80395.140625,41489.7109375,154364.9375,49349.12890625,40032.44140625,27768.11328125,28170.859375,NaN,19575.21875,17932.6328125,12012.1953125,27703.41015625
Q9P032,NDUFAF4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,34423.8984375,68214.8671875,19764.962890625,38766.70703125,59911.21875,38983.23828125,32528.927734375,32139.740234375,24989.75,30148.208984375,39712.40234375,16724.052734375,47961.08203125,49514.3203125,42080.07421875,51862.99609375,41599.9921875,22906.00390625,37499.94140625,30441.068359375,34998.39453125
Q9P035,HACD3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,33070.95703125,17128.69140625,47473.1328125,32534.69140625,19969.75,20806.541015625,21792.796875,34657.5625,34991.171875,50344.453125,14262.0400390625,60881.3515625,14225.798828125,11474.16015625,14096.7138671875,22244.740234375,9797.380859375,17953.91015625,5494.3193359375,8083.62353515625,8753.2626953125
Q9P0I2,EMC3,ER membrane protein complex subunit 3,69669.4140625,54594.23828125,53522.0390625,54045.1953125,45229.31640625,51893.40625,55438.12109375,53022.890625,54508.64453125,61739.3125,45207.8515625,65743.890625,50934.14453125,40186.72265625,45480.44921875,46934.74609375,48441.953125,49878.26953125,53733.18359375,51153.11328125,67219.4375
Q9P0J0,NDUFA13,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,727562.625,1553732.25,572797.6875,776510.625,2281458.25,916945,1461367.625,791551.9375,841078.875,426761.375,2239319.5,301538.1875,1230401,1299470,1338666.125,1638720.5,2131616.5,1231695.75,2254089.75,1405026.5,1286933
Q9P0J1,PDP1,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",88105.015625,93093.609375,63782.9296875,69473.8984375,123518.1328125,63210.66796875,76464.671875,81233.0234375,81485.078125,86241.1171875,75961.7109375,82390.3359375,79865.8828125,67146.390625,71123.53125,69109.6484375,80441.96875,73164.765625,63157.51953125,60727.375,60584.0546875
Q9P0J7,KCMF1,E3 ubiquitin-protein ligase KCMF1,23011.498046875,20981.517578125,19795.671875,22601.859375,25236.64453125,18742.966796875,15487.62890625,19532.55859375,17003.947265625,22234.486328125,19378.271484375,19796.724609375,20837.853515625,22110.87890625,19440.662109375,18127.298828125,17824.359375,14999.888671875,15816.9306640625,15453.3828125,13499.6416015625
Q9P0K7,RAI14,Ankycorbin,11228.7353515625,NaN,8326.5810546875,7237.96044921875,10344.4091796875,4624.6376953125,7186.15185546875,12730.0595703125,7896.0576171875,12501.806640625,NaN,15951.2412109375,NaN,NaN,NaN,NaN,NaN,NaN,4673.43212890625,NaN,NaN
Q9P0L0,VAPA,Vesicle-associated membrane protein-associated protein A,921291.9375,1014433.9375,1000825.5625,697936.375,718572.4375,1448320,888705.125,1043489.3125,789314.5625,1018253.9375,753658.5625,854552.6875,1343298.375,1257610.625,808731.375,1096749,1302899.875,795923.875,1028623.0625,935754.375,922485.0625
Q9P0M6,MACROH2A2,Core histone macro-H2A.2,83409.71875,63189.0078125,114177.03125,105859.7578125,90870.3671875,69236.890625,55194.3984375,90758.2109375,131700.765625,127770.578125,80978.765625,235618.234375,86570.5390625,47616.92578125,85745.265625,36557.4921875,39779.1953125,41424.80078125,45223.11328125,55257.77734375,9758.9873046875
Q9P0M9,MRPL27,"39S ribosomal protein L27, mitochondrial",NaN,39031.18359375,4684.7861328125,NaN,6660.978515625,9801,NaN,7598.4033203125,NaN,14569.751953125,10628.2734375,NaN,26512.611328125,9131.7880859375,9529.642578125,26702.140625,9021.3251953125,NaN,10051.375,NaN,NaN
Q9P0P0,RNF181,E3 ubiquitin-protein ligase RNF181,9636.72265625,9820.845703125,5514.53955078125,NaN,7308.0986328125,7634.74365234375,NaN,2462.87109375,2168.274169921875,6003.07275390625,NaN,NaN,8295.236328125,13490.1884765625,7304.31787109375,NaN,15822.8154296875,10284.607421875,11245.4912109375,14573.5419921875,8574.3876953125
Q9P0P8,MTRES1,Mitochondrial transcription rescue factor 1,40757.16015625,69143.5859375,8819.67578125,34923.23828125,72221.9921875,31310.28125,38829.390625,25814.5078125,25641.046875,16588.7890625,28982.37109375,22084.337890625,NaN,12130.544921875,35740.91015625,NaN,33460.14453125,12421.4677734375,38960.5390625,11340.7744140625,19135.291015625
Q9P0S9,TMEM14C,Transmembrane protein 14C,24505.04296875,20364.728515625,12640.650390625,31911.025390625,33448.09375,17256.59765625,26555.19140625,9584.2939453125,15238.193359375,10419.64453125,22301.40234375,9735.8642578125,12531.5126953125,4532.2958984375,18404.57421875,13811.9638671875,14692.0166015625,26986.20703125,12809.017578125,18299.431640625,19439.720703125
Q9P0U4,CXXC1,CXXC-type zinc finger protein 1,3884.02783203125,NaN,4809.33984375,1150.416748046875,540.1990966796875,1552.1090087890625,NaN,2261.421142578125,1034.5364990234375,3752.371337890625,NaN,3035.368896484375,NaN,568.7271118164062,844.2178955078125,NaN,NaN,NaN,NaN,NaN,NaN
Q9P0V8,SLAMF8,SLAM family member 8,22934.2109375,NaN,5709.58935546875,NaN,NaN,3440.83349609375,NaN,7098.654296875,3454.998046875,6566.5986328125,NaN,NaN,3529.652587890625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9P0V9,SEPTIN10,Septin-10,74609.09375,37532.53515625,85520.671875,42533.18359375,34333.13671875,44018.17578125,43550.98046875,76408.1953125,68810.6875,118306.5546875,26830.08984375,252597.328125,41959.15234375,27526.3359375,25823.57421875,37611.13671875,30089.951171875,44623.28515625,15936.30859375,16699.5390625,52561.36328125
Q9P107,GMIP,GEM-interacting protein,15641.46875,NaN,3246.712646484375,NaN,NaN,NaN,14069.650390625,3199.50732421875,1772.5106201171875,28935.783203125,962.3190307617188,10664.9248046875,6773.09765625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9P1F3,ABRACL,Costars family protein ABRACL,86678.1875,19656.435546875,79506.0234375,38749.31640625,25166.474609375,46704.8984375,58895.27734375,65371.9140625,42190.15625,59694.9453125,26948.873046875,31683.068359375,35346.6875,16659.630859375,38646.4140625,15149.0615234375,16256.0908203125,6942.1064453125,8670.7939453125,23114.13671875,4501.998046875
Q9P1Z2,CALCOCO1,Calcium-binding and coiled-coil domain-containing protein 1,10022.9970703125,10112.7666015625,12034.3720703125,14737.70703125,11926.5029296875,10284.9638671875,5964.34130859375,8084.96923828125,10363.7421875,2936.724609375,4932.10546875,13705.7763671875,8488.8466796875,3884.537353515625,6482.11328125,8352.0419921875,9454.9892578125,4864.64404296875,5486.0185546875,3469.50439453125,6709.216796875
Q9P253,VPS18,Vacuolar protein sorting-associated protein 18 homolog,30283.970703125,17563.904296875,32047.666015625,23478.1328125,24059.287109375,18923.390625,18767.966796875,27396.296875,21906.3828125,32312.587890625,15174.3330078125,31788.96484375,17834.408203125,12065.2275390625,12965.5048828125,17821.98046875,12576.8095703125,17454.435546875,9612.8134765625,9729.3603515625,12047.1318359375
Q9P258,RCC2,Protein RCC2,90405.390625,29008.5859375,132881.109375,73847.5625,44399.90234375,51738.1875,65564.5390625,80241.2890625,67846.8046875,118173.8125,27083.578125,131095.015625,42501.71484375,27526.869140625,34022.01171875,39410.69921875,17207.810546875,16880.09375,13477.173828125,10556.0791015625,9854.4951171875
Q9P260,RELCH,RAB11-binding protein RELCH,95720.2734375,82674.21875,86728.9296875,55269.28125,63508.20703125,92079.2578125,61339.0625,88519.328125,83445.4296875,111260.6796875,63932.57421875,109135.890625,98318.4765625,85387.484375,71922.4140625,101612.8125,78219.1875,79113.90625,76198.3359375,79237.5,62842.7734375
Q9P265,DIP2B,Disco-interacting protein 2 homolog B,10833.05859375,21615.0625,8763.60546875,2086.768798828125,1318.3035888671875,2813.876708984375,3019.978759765625,6767.861328125,6867.123046875,8751.8056640625,545.7322387695312,3039.44921875,NaN,1866.9190673828125,5876.42041015625,NaN,NaN,NaN,NaN,1216.63134765625,407.0950927734375
Q9P266,JCAD,Junctional protein associated with coronary artery disease,27407.693359375,10543.484375,16150.3818359375,112716.4453125,5213.0068359375,13510.728515625,33731.43359375,22504.671875,41526.40625,32056.361328125,41294.0234375,43260.78515625,18136.46875,NaN,9295.306640625,11942.583984375,15543.59375,NaN,8759.4072265625,NaN,43377.078125
Q9P267,MBD5,Methyl-CpG-binding domain protein 5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9P270,SLAIN2,SLAIN motif-containing protein 2,22142.09375,13417.5390625,16934.76953125,22714.109375,14913.07421875,17505.951171875,17867.73046875,18752.8671875,14982.9296875,17966.021484375,16043.931640625,19928.939453125,20676.416015625,30779.66015625,16790.748046875,17063.041015625,17828.017578125,18584.0078125,15866.5009765625,21171.751953125,12861.3388671875
Q9P287,BCCIP,BRCA2 and CDKN1A-interacting protein,22157.01953125,6383.4853515625,22084.33203125,29919.53125,25487.771484375,18606.970703125,18675.119140625,18583.900390625,14744.9033203125,15860.6630859375,13631.4033203125,20899.125,17608.9453125,18161.6328125,1531.9576416015625,17312.3359375,17411.234375,5152.09765625,16145.390625,12706.55859375,13261.60546875
Q9P289,STK26,Serine/threonine-protein kinase 26,NaN,NaN,4501.025390625,NaN,NaN,NaN,NaN,NaN,3111.748291015625,2647.39013671875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9P291,ARMCX1,Armadillo repeat-containing X-linked protein 1,41592.3984375,11494.408203125,39832.65625,16825.80078125,14310.1572265625,10957.5302734375,23014.37890625,39681.28515625,20996.755859375,35957.52734375,16061.380859375,59416.8125,19407.28125,10328.9609375,19984.703125,27178.234375,12976.8759765625,9896.7255859375,4565.73828125,9984.173828125,3995.42236328125
Q9P299,COPZ2,Coatomer subunit zeta-2,55712.0703125,24096.408203125,43716.74609375,32326.146484375,46676.34765625,30877.7109375,31362.33203125,52482.64453125,28449.24609375,62456.75390625,40761.08984375,74651.4765625,27419.53515625,48613.578125,28398.17578125,30028.1015625,40427.015625,21305.25,10326.80078125,18694.076171875,6567.740234375
Q9P2A4,ABI3,ABI gene family member 3,8701.888671875,NaN,13892.4248046875,5619.7158203125,5507.65234375,4283.7119140625,4647.6650390625,11306.265625,7118.96142578125,22705.44921875,NaN,8094.49267578125,NaN,5395.63427734375,1516.64990234375,NaN,NaN,NaN,788.9817504882812,NaN,NaN
Q9P2B2,PTGFRN,Prostaglandin F2 receptor negative regulator,37042.56640625,21051.6328125,38079.67578125,29472.5546875,11252.794921875,10257.203125,17575.912109375,27757.091796875,36483.88671875,51414.6015625,20082.083984375,87310.078125,12385.8388671875,3974.83154296875,15386.0556640625,20952.802734375,4022.292724609375,5798.380859375,3003.48974609375,NaN,6386.37744140625
Q9P2D3,HEATR5B,HEAT repeat-containing protein 5B,2309.365234375,NaN,2476.203369140625,3311.25244140625,NaN,NaN,4201.73779296875,1540.6043701171875,1050.904052734375,2328.62060546875,8138.416015625,2200.7509765625,609.7753295898438,688.7730712890625,NaN,NaN,NaN,NaN,NaN,NaN,6772.33349609375
Q9P2E3,ZNFX1,NFX1-type zinc finger-containing protein 1,3518.519287109375,2615.04443359375,4051.956787109375,3294.71142578125,4180.84716796875,5815.12255859375,7890.8828125,3899.093017578125,3500.9013671875,5430.35498046875,2900.77880859375,3549.186279296875,3788.058837890625,3620.4873046875,3436.26318359375,3358.239990234375,2538.881591796875,1227.0478515625,2255.677734375,1491.793701171875,NaN
Q9P2E9,RRBP1,Ribosome-binding protein 1,119801.2109375,23170.623046875,130315.0078125,50946.37890625,28284.34375,47354.59765625,52420.375,99607.234375,65827.140625,124383.7421875,26811.029296875,244522.640625,33631.2890625,24335.638671875,29364.001953125,30069.306640625,25931.1171875,16619.26171875,10721.2421875,13108.4130859375,14901.453125
Q9P2I0,CPSF2,Cleavage and polyadenylation specificity factor subunit 2,74294.6328125,31291.8984375,58288.421875,47181.27734375,28577.7890625,31444.962890625,75437.484375,50704.015625,40945.61328125,37260.04296875,33985.57421875,48478.4765625,23644.107421875,29561.1875,30005.455078125,31610.333984375,37883.046875,34244.5078125,31064.962890625,25809.708984375,16280.224609375
Q9P2J3;Q9P2N7,KLHL9;KLHL13,Kelch-like protein 9;Kelch-like protein 13,2167.21240234375,NaN,6385.40869140625,3789.769775390625,NaN,NaN,NaN,NaN,NaN,4444.0673828125,NaN,6750.78759765625,1069.0804443359375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9P2J5,LARS1,"Leucine--tRNA ligase, cytoplasmic",100853.625,106509.40625,102275.5234375,123511.8046875,120271.6953125,93479.671875,88727.3046875,97473.3828125,86777.84375,113876.375,91614.3828125,115585.2265625,93438.59375,68203.1953125,83850.875,92423.4609375,86402.9921875,71480.5859375,90747.6015625,78761.1484375,71394.9140625
Q9P2K3,RCOR3,REST corepressor 3,6177.9130859375,NaN,7003.44677734375,5102.53857421875,3499.44970703125,2821.060302734375,1583.12255859375,4962.01318359375,3555.4423828125,2786.890380859375,2152.34814453125,9893.19140625,NaN,4076.032958984375,3430.72705078125,NaN,3212.486328125,NaN,1175.9290771484375,2507.814697265625,NaN
Q9P2K8,EIF2AK4,eIF-2-alpha kinase GCN2,16357.119140625,8058.44384765625,5079.02294921875,3121.9853515625,3668.61767578125,11702.7646484375,4784.63916015625,9772.7421875,7496.65673828125,12955.4853515625,7032.75927734375,11129.5703125,5501.890625,11537.8291015625,5753.0146484375,5914.73876953125,8601.4052734375,NaN,NaN,7061.99853515625,NaN
Q9P2L0,WDR35,WD repeat-containing protein 35,9674.6064453125,1888.476806640625,348.6265869140625,15851.529296875,5432.88232421875,2045.906005859375,108403.078125,13927.3701171875,6665.88232421875,855.0860595703125,12555.4443359375,5761.4697265625,647.8941650390625,NaN,19297.1328125,503.470947265625,1334.156494140625,9.509075164794922,4276.9609375,NaN,1267.3277587890625
Q9P2N5,RBM27,RNA-binding protein 27,27288.986328125,5041.5439453125,12098.142578125,NaN,NaN,12305.8076171875,9663.828125,18520.263671875,16599.119140625,32889.109375,NaN,31953.697265625,16850.462890625,12806.2021484375,11419.8603515625,6896.111328125,8690.2822265625,NaN,NaN,NaN,11111.6533203125
Q9P2R3,ANKFY1,Rabankyrin-5,99471.9765625,48621.1171875,115142.7578125,80113.140625,47000.65625,55701.71875,64280.83203125,91895.890625,102556.0703125,138493.625,52514.4609375,186287.65625,57562.95703125,32462.248046875,41961.5078125,41938.2890625,30001.533203125,44645.59375,25797.9453125,26948.07421875,31883.607421875
Q9P2R7,SUCLA2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",1560653.5,2454767,851825.75,1348677.25,2737807.75,1436221.125,2604410.75,1269813.375,1649528.125,1122571.5,2298990.5,833903.125,1562238.375,1564582.75,1888871.375,1762711.375,2422931,2265906,2949478.5,1607810.375,2329675
Q9P2T1,GMPR2,GMP reductase 2,96654.703125,35099.5,98739.6875,60126.39453125,55788.21875,58424.55859375,56111.578125,81757.7578125,68305.296875,124101.8125,60947.85546875,130323.9140625,42756.140625,53301.02734375,36776.953125,47000.078125,64560.79296875,36618.71484375,38653.8828125,33768.12109375,43430.00390625
Q9P2W9,STX18,Syntaxin-18,12457.3251953125,14286.0400390625,13603.3916015625,12656.6650390625,15618.1181640625,15010.0283203125,12096.294921875,14001.9775390625,13049.0986328125,13381.7099609375,12483.6416015625,10061.2880859375,16855.65234375,17447.802734375,14114.4306640625,14815.33984375,10844.318359375,9885.08984375,12908.0322265625,12127.4521484375,15952.51953125
Q9P2X3,IMPACT,Protein IMPACT,56622.4921875,15768.0400390625,50348.98828125,50070.12109375,58148.7421875,34488.4296875,50168.703125,43964.48046875,48287.765625,58488.41015625,43102.04296875,62528.1640625,37139.79296875,29979.84765625,36457.5546875,37185.9921875,50157.859375,28981.13671875,34984.04296875,10315.3837890625,25579.349609375
Q9P2Y5,UVRAG,UV radiation resistance-associated gene protein,5668.52392578125,NaN,5466.0302734375,4727.8642578125,5483.96484375,4920.6455078125,NaN,12858.552734375,4165.2529296875,20453.0390625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9UBB4,ATXN10,Ataxin-10,27213.083984375,26252.146484375,34212.96875,15256.984375,23500.09765625,39237.859375,24026.91796875,31678.990234375,27676.515625,30952.376953125,17092.744140625,24747.515625,31202.623046875,35586.9765625,18456.6875,35295.5546875,34695.19140625,24832.52734375,31849.0625,24340.1640625,24642.380859375
Q9UBB5,MBD2,Methyl-CpG-binding domain protein 2,18943.9609375,2554.914794921875,12602.86328125,7783.98388671875,NaN,4049.531005859375,5345.47412109375,11037.236328125,NaN,15033.2412109375,NaN,12580.1923828125,7957.38134765625,NaN,NaN,5447.43212890625,2941.092529296875,NaN,NaN,NaN,NaN
Q9UBB6,NCDN,Neurochondrin,16510.08203125,9091.1357421875,23590.640625,7510.2587890625,6046.33056640625,15600.7900390625,6038.76708984375,16370.4990234375,11686.154296875,25899.455078125,4340.76904296875,13841.6796875,11033.2568359375,9982.205078125,4215.72412109375,15754.634765625,13575.982421875,9966.6640625,9104.310546875,3872.57470703125,7409.822265625
Q9UBB9,TFIP11,Tuftelin-interacting protein 11,NaN,14278.4326171875,19027.8515625,NaN,36103.73828125,500.64251708984375,18721.88671875,9331.37890625,13440.0546875,12917.98828125,4250.96875,8913.376953125,12567.63671875,9992.609375,7509.8525390625,NaN,15239.583984375,NaN,11050.4892578125,NaN,NaN
Q9UBC2,EPS15L1,Epidermal growth factor receptor substrate 15-like 1,20899.8515625,18778.359375,25843.08984375,26436.3125,26231.791015625,21686.8515625,18014.5,18040.181640625,19291.126953125,27569.912109375,19005.900390625,34211.73046875,16113.69140625,20115.26171875,19006.451171875,18181.017578125,18029.955078125,19459.921875,17447.486328125,14636.6064453125,15405.5615234375
Q9UBD5,ORC3,Origin recognition complex subunit 3,4825.02392578125,4308.06201171875,3334.799560546875,61867.109375,5265.61767578125,5439.8828125,4568.119140625,8030.15673828125,5935.04833984375,7480.8154296875,2223.179443359375,6640.1806640625,4455.650390625,3583.188720703125,3692.70263671875,NaN,1082.2657470703125,5801.69287109375,4745.05712890625,NaN,3916.39501953125
Q9UBE0,SAE1,SUMO-activating enzyme subunit 1,53666.69921875,32200.4375,49138.63671875,29363.34375,22915.431640625,29349.720703125,35683.03125,46040.53515625,37945.7578125,59807.703125,28196.150390625,64666.87109375,29145.6328125,21222.478515625,20045.701171875,32708.48828125,22078.958984375,19663.373046875,24459.923828125,19383.26953125,17567.7265625
Q9UBF2,COPG2,Coatomer subunit gamma-2,51960.19140625,23672.712890625,48299.375,41607.14453125,31754.060546875,34659.90234375,31038.501953125,30899.515625,30852.01171875,51244.78125,19502.330078125,33220.21875,31335.958984375,29146.1328125,26066.8515625,29186.076171875,26292.560546875,22336.033203125,17909.4453125,18786.384765625,19671.6953125
Q9UBF6,RNF7,RING-box protein 2,129215.4296875,104241.5859375,32582.8125,1.3597615957260132,NaN,114278.3359375,59490.28125,85948.21875,66539.1640625,18964.1640625,NaN,24629.38671875,51921.34375,67736.5625,NaN,65768.4921875,61880.6171875,59797.46484375,95129.4921875,26132.93359375,67241.7421875
Q9UBF9,MYOT,Myotilin,9117055,12443768,6876754,11031017,11381295,12705480,17140480,9015070,8113516,5455244,18137868,2817729.75,10573988,17733608,15824078,11445213,13072952,11143827,20184064,11946732,14481735
Q9UBG0,MRC2,C-type mannose receptor 2,260741.28125,81048.140625,335245.90625,106314.6171875,109302.1796875,155663.09375,82355.0859375,201764.34375,195453.90625,408743.25,52783.03515625,257905.203125,76992.59375,57245.8046875,54337.5703125,179066.078125,87620.0703125,64392.68359375,35863.75,39602.95703125,48405.6484375
Q9UBI1,COMMD3,COMM domain-containing protein 3,7956.7314453125,11233.1552734375,5449.150390625,3296.34033203125,6291.87841796875,7606.42041015625,4655.5068359375,8158.05322265625,6772.912109375,10807.572265625,4830.134765625,7749.21240234375,6240.97216796875,5648.30615234375,2125.056640625,3557.5107421875,3695.497802734375,NaN,4770.517578125,NaN,NaN
Q9UBI6,GNG12,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,47786.765625,25513.48046875,42315.1015625,21801.61328125,34584.17578125,34955.421875,25027.728515625,61797.76953125,37815.49609375,62287.953125,24402.314453125,108175.4921875,41375.0546875,23274.361328125,20005.419921875,38030.01953125,32654.462890625,30983.11328125,23549.173828125,43474.63671875,19555.341796875
Q9UBI9,HECA,Headcase protein homolog,35184.67578125,11947.50390625,3.3074846267700195,413.8101806640625,22417.62109375,248.26904296875,6341.7333984375,11220.4052734375,6691.693359375,11614.345703125,1925.58642578125,23728.8125,7220.83740234375,1544.2528076171875,NaN,3808.4697265625,NaN,NaN,NaN,34.933650970458984,NaN
Q9UBL3,ASH2L,Set1/Ash2 histone methyltransferase complex subunit ASH2,17723.189453125,4346.658203125,27113.580078125,18221.1328125,10042.744140625,10032.494140625,12268.5400390625,11746.6435546875,12818.0634765625,19285.689453125,8774.7744140625,30517.888671875,7368.548828125,4443.15087890625,9155.892578125,6716.47607421875,6334.419921875,4614.17919921875,5143.9462890625,NaN,3769.0908203125
Q9UBM7,DHCR7,7-dehydrocholesterol reductase,27196.84375,14465.2158203125,15122.08984375,22611.0546875,22622.11328125,10149.74609375,31043.62109375,25745.41015625,28593.04296875,21709.681640625,33764.34375,40763.37109375,NaN,18127.916015625,11931.4033203125,28439.927734375,26009.865234375,17318.8671875,29089.27734375,6243.6298828125,17767.236328125
Q9UBN7,HDAC6,Histone deacetylase 6,14847.5380859375,14766.0087890625,10566.8349609375,13847.470703125,19520.0625,8831.203125,7906.4677734375,10498.935546875,12429.5576171875,12418.7431640625,10758.6630859375,15331.8681640625,9393.51171875,9178.11328125,6926.7412109375,7395.12109375,11119.2314453125,7004.15673828125,10123.0048828125,7614.24951171875,4926.3046875
Q9UBP9,GULP1,PTB domain-containing engulfment adapter protein 1,12131.7890625,NaN,42656.3125,15839.7998046875,25181.64453125,NaN,NaN,23314.421875,10807.400390625,7112.93896484375,NaN,15298.6015625,NaN,14608.697265625,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9UBQ0,VPS29,Vacuolar protein sorting-associated protein 29,96701.6875,72984.5859375,124795.296875,108980.390625,77432.09375,101246.15625,73915.1484375,140663.328125,104838.765625,160114.53125,78691.21875,188165.8125,81102.59375,63690.05078125,66378.03125,64818.6015625,79188.5,69144.8828125,50420.421875,46713.5078125,57828.109375
Q9UBQ5,EIF3K,Eukaryotic translation initiation factor 3 subunit K,128489.046875,73831.125,109000.0546875,51358.4765625,56053.078125,111847.140625,96622.5078125,119129.8046875,117315.90625,106555.75,45553.828125,85044.625,96317.65625,134332.453125,51070.9453125,101509.34375,148267.296875,76049.7578125,131260.75,95120.1328125,85116.1328125
Q9UBQ7,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase,562116.6875,879953.5625,554644.8125,569129.25,773923.75,838095.6875,842258.625,686172.8125,596307,640305.125,794165.75,587363.4375,772385.25,937527.4375,618554.625,746848.75,1021431.3125,745794.75,1054679.375,713768.8125,821492.4375
Q9UBR2,CTSZ,Cathepsin Z,205678.578125,138694.4375,264862,92235.625,69820.8203125,193221.890625,154020.328125,379991.3125,130435.828125,286803.5625,100026.5546875,323874.4375,153686.4375,77419.09375,82440.109375,107273.3828125,70343.6796875,20916.513671875,45780.12109375,46871.15625,110721.96875
Q9UBS0,RPS6KB2,Ribosomal protein S6 kinase beta-2,16940.63671875,8147.958984375,12131.912109375,4738.751953125,3508.422119140625,15800.0556640625,10358.5615234375,8569.7373046875,10310.09765625,19642.69140625,11139.8095703125,11300.3486328125,5923.88330078125,17474.509765625,7405.53173828125,12833.818359375,13531.01171875,19225.59765625,12956.9716796875,12475.9931640625,9578.248046875
Q9UBS4,DNAJB11,DnaJ homolog subfamily B member 11,95684.0390625,42390.62109375,83427.7578125,56955.60546875,53873.16015625,26704.853515625,53511.19921875,64956.9609375,58715.25390625,78697.1015625,37040.30859375,110369.8125,39170.30078125,27396.01953125,35676.67578125,23541.8046875,27523.103515625,28092.44140625,8123.46923828125,11342.931640625,16533.271484375
Q9UBS8,RNF14,E3 ubiquitin-protein ligase RNF14,42844.4375,34048.66796875,44290.91796875,12616.095703125,22700.83203125,33320.50390625,32478.9609375,37490.9609375,24611.5078125,39026.80859375,9973.5166015625,22323.05859375,21861.6640625,26235.77734375,10455.099609375,34362.453125,32710.59375,30478.35546875,27159.091796875,14181.6201171875,13564.4775390625
Q9UBT2,UBA2,SUMO-activating enzyme subunit 2,194301.859375,135477.703125,167128.703125,134002.703125,122498.546875,112772.796875,147839.78125,164578.96875,154633.359375,224132.4375,112649.7265625,227388.125,122141.6953125,94421.4140625,114309.15625,116366.953125,130971.125,107717.9921875,101463.5390625,72779.3203125,83990.609375
Q9UBT7,CTNNAL1,Alpha-catulin,10588.80078125,1042.7845458984375,8152.41015625,3337.25,4453.7265625,16635.40625,8045.53515625,6929.83154296875,5946.7119140625,8903.1904296875,3883.744384765625,4922.79150390625,13416.1083984375,6340.48095703125,2631.176513671875,7998.8984375,5619.990234375,3259.478515625,6210.91064453125,6050.2802734375,NaN
Q9UBU6,FAM8A1,Protein FAM8A1,13004.2333984375,4366.615234375,9697.365234375,6353.59130859375,4914.84033203125,5749.5498046875,4681.14892578125,12918.439453125,7340.93115234375,7077.806640625,737.3804321289062,13501.107421875,12623.9765625,5102.63916015625,NaN,NaN,1080.8822021484375,NaN,1957.9771728515625,1214.472412109375,3721.93408203125
Q9UBU8,MORF4L1,Mortality factor 4-like protein 1,NaN,NaN,2812.3134765625,NaN,1408.9146728515625,NaN,NaN,NaN,NaN,7329.65576171875,NaN,17289.408203125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9UBU9,NXF1,Nuclear RNA export factor 1,10903.7080078125,10878.560546875,16735.521484375,15040.8408203125,8216.1787109375,9511.4892578125,13277.5126953125,16487.80078125,11817.7099609375,16737.419921875,8874.619140625,23626.58203125,7643.2529296875,5511.517578125,9668.6923828125,6938.345703125,4566.09326171875,3457.801025390625,5674.73291015625,2594.720703125,5596.53564453125
