paste_into_igv_junction,seqnames,start,end,width,strand,gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,control_mean_psi,tdp43kd_mean_psi,a5ss,a3ss,es,num_junctions,num_exons,de_novo_junctions,lsv_junc,strand_start,transcript_id_start,exon_name_start,exon_rank_start,gene_id_start,strand_end,transcript_id_end,exon_name_end,exon_rank_end,gene_id_end,gene_id_junc,junc_in_ref,junc_cat,pathological_splicing
chr19:37907358-38008096,chr19,37907358,38008096,100739,+,SIPA1L3,ENSG00000105738.11,ENSG00000105738.11:s:37907208-37907358,0.257251714,1.00000,2.12E-22,0.004,0.28,FALSE,FALSE,TRUE,3,4,0,ENSG00000105738.11:s:37907208-37907358_37907358-38008096,+,ENST00000222345.11|ENST00000599644.1,ENSE00001262177.5|ENSE00003076362.1,1,ENSG00000105738.11,NA,NA,NA,NA,NA,ENSG00000105738.11,FALSE,novel_acceptor,Y
chr19:42122576-42130343,chr19,42122576,42130343,7768,-,POU2F2,ENSG00000028277.21,ENSG00000028277.21:t:42122511-42122576,0.253992199,1.00000,1.95E-22,0,0.277,FALSE,FALSE,TRUE,2,3,0,ENSG00000028277.21:t:42122511-42122576_42122576-42130343,-,ENST00000389341.9|ENST00000342301.8|ENST00000560558.5|ENST00000526816.6|ENST00000529067.5|ENST00000560804.6|ENST00000534559.5|ENST00000560398.5|ENST00000529952.5|ENST00000528894.8|ENST00000530982.7|ENST00000531773.5|ENST00000625670.2|ENST00000524801.6|ENST00000636631.1|ENST00000532176.2|ENST00000558596.4,ENSE00003701287.1|ENSE00003697791.1|ENSE00003702172.2,2|3|1,ENSG00000028277.21,NA,NA,NA,NA,NA,ENSG00000028277.21,FALSE,novel_donor,Y
chr19:42130499-42160332,chr19,42130499,42160332,29834,-,POU2F2,ENSG00000028277.21,ENSG00000028277.21:s:42160332-42160392,0.434762073,1.00000,1.90E-17,0,0.448,FALSE,FALSE,TRUE,3,4,0,ENSG00000028277.21:s:42160332-42160392_42130499-42160332,NA,NA,NA,NA,NA,-,ENST00000524801.6|ENST00000636631.1|ENST00000532176.2,ENSE00002195765.1,2,ENSG00000028277.21,ENSG00000028277.21,FALSE,novel_acceptor,Y
chr19:4491835-4492015,chr19,4491835,4492015,181,+,HDGFL2,ENSG00000167674.15,ENSG00000167674.15:s:4491764-4491835,0.465256032,1.00000,5.68E-15,0,0.477,FALSE,TRUE,TRUE,4,3,0,ENSG00000167674.15:s:4491764-4491835_4491835-4492015,+,ENST00000616600.5|ENST00000621835.4|ENST00000589486.5|ENST00000615225.1,ENSE00001115494.1,6|5,ENSG00000167674.15,NA,NA,NA,NA,NA,ENSG00000167674.15,FALSE,novel_acceptor,Y
chr19:4492152-4493703,chr19,4492152,4493703,1552,+,HDGFL2,ENSG00000167674.15,ENSG00000167674.15:t:4493703-4493862,0.583601771,1.00000,9.56E-09,0,0.595,FALSE,TRUE,TRUE,4,5,0,ENSG00000167674.15:t:4493703-4493862_4492152-4493703,NA,NA,NA,NA,NA,+,ENST00000616600.5|ENST00000621835.4|ENST00000589486.5|ENST00000615225.1,ENSE00003717577.1|ENSE00002967118.1,7|6,ENSG00000167674.15,ENSG00000167674.15,FALSE,novel_donor,Y
chr19:58583172-58585763,chr19,58583172,58585763,2592,+,LLNLR-271E8.1,ENSG00000286104.1,ENSG00000286104.1:t:58585758-58585793,0.310876467,1.00000,1.36E-19,0.045,0.344,TRUE,TRUE,TRUE,5,4,0,ENSG00000286104.1:t:58585758-58585793_58583172-58585763,+,ENST00000651608.1|ENST00000652551.1,ENSE00003824498.2|ENSE00003845688.1,2|1,ENSG00000213753.11|ENSG00000286104.1,NA,NA,NA,NA,NA,ENSG00000213753.11|ENSG00000286104.1,FALSE,ambig_gene,Y
chr19:7168102-7169727,chr19,7168102,7169727,1626,-,INSR,ENSG00000171105.14,ENSG00000171105.14:t:7167968-7168102,0.322463351,1.00000,2.10E-21,0.003,0.344,FALSE,TRUE,TRUE,2,3,0,ENSG00000171105.14:t:7167968-7168102_7168102-7169727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr19:7169831-7170537,chr19,7169831,7170537,707,-,INSR,ENSG00000171105.14,ENSG00000171105.14:s:7170537-7170751,0.459468043,1.00000,6.37E-17,0.004,0.472,FALSE,FALSE,TRUE,2,3,0,ENSG00000171105.14:s:7170537-7170751_7169831-7170537,NA,NA,NA,NA,NA,-,ENST00000341500.9|ENST00000302850.10|ENST00000598216.1,ENSE00003536394.1|ENSE00003466053.1,6,ENSG00000171105.14,ENSG00000171105.14,FALSE,novel_acceptor,Y
chr19:8083372-8084235,chr19,8083372,8084235,864,-,FBN3,ENSG00000142449.13,ENSG00000142449.13:t:8083247-8083372,0.797247516,1.00000,0.000197609,0.001,0.8,FALSE,FALSE,TRUE,2,3,0,ENSG00000142449.13:t:8083247-8083372_8083372-8084235,-,ENST00000651877.1|ENST00000600128.6|ENST00000270509.6|ENST00000601739.5,ENSE00001154879.1,57|56,ENSG00000142449.13,NA,NA,NA,NA,NA,ENSG00000142449.13,FALSE,novel_donor,Y
chr19:8084411-8085363,chr19,8084411,8085363,953,-,FBN3,ENSG00000142449.13,ENSG00000142449.13:s:8085363-8085569,0.671565309,1.00000,0.000179497,0,0.683,FALSE,TRUE,TRUE,3,3,0,ENSG00000142449.13:s:8085363-8085569_8084411-8085363,NA,NA,NA,NA,NA,-,ENST00000651877.1|ENST00000600128.6|ENST00000270509.6|ENST00000601739.5,ENSE00001273116.1,56|55,ENSG00000142449.13,ENSG00000142449.13,FALSE,novel_acceptor,Y
chr19:8118452-8118897,chr19,8118452,8118897,446,-,FBN3,ENSG00000142449.13,ENSG00000142449.13:s:8118897-8119022,0.281558846,1.00000,4.34E-22,0,0.303,FALSE,TRUE,TRUE,3,3,0,ENSG00000142449.13:s:8118897-8119022_8118452-8118897,NA,NA,NA,NA,NA,-,ENST00000651877.1|ENST00000600128.6|ENST00000270509.6|ENST00000601739.5,ENSE00001649604.1,26|25,ENSG00000142449.13,ENSG00000142449.13,FALSE,novel_acceptor,Y
chr19:8118456-8118897,chr19,8118456,8118897,442,-,FBN3,ENSG00000142449.13,ENSG00000142449.13:s:8118897-8119022,0.351722936,1.00000,1.34E-20,0.001,0.37,FALSE,TRUE,TRUE,3,3,0,ENSG00000142449.13:s:8118897-8119022_8118456-8118897,NA,NA,NA,NA,NA,-,ENST00000651877.1|ENST00000600128.6|ENST00000270509.6|ENST00000601739.5,ENSE00001649604.1,26|25,ENSG00000142449.13,ENSG00000142449.13,FALSE,novel_acceptor,Y
chr19:8240563-8241341,chr19,8240563,8241341,779,+,CERS4,ENSG00000090661.12,ENSG00000090661.12:t:8241341-8241457,0.701021962,1.00000,8.69E-05,0.006,0.707,FALSE,FALSE,TRUE,3,4,1,ENSG00000090661.12:t:8241341-8241457_8240563-8241341,+,ENST00000559490.5,ENSE00002540593.1,3,ENSG00000090661.12,+,ENST00000559490.5|ENST00000595722.5|ENST00000558877.1,ENSE00002575325.1|ENSE00002557504.1,4|2,ENSG00000090661.12,ENSG00000090661.12,TRUE,annotated,
chr2:1649675-1650800,chr2,1649675,1650800,1126,-,PXDN,ENSG00000130508.11,ENSG00000130508.11:t:1648172-1649675,0.459330517,1.00000,5.44E-14,0.004,0.47,FALSE,TRUE,TRUE,5,5,0,ENSG00000130508.11:t:1648172-1649675_1649675-1650800,-,ENST00000252804.9|ENST00000493779.1|ENST00000465809.1,ENSE00000895583.1|ENSE00001812528.1|ENSE00001935450.1,17|2|3,ENSG00000130508.11,NA,NA,NA,NA,NA,ENSG00000130508.11,FALSE,novel_donor,Y
chr2:1650886-1653628,chr2,1650886,1653628,2743,-,PXDN,ENSG00000130508.11,ENSG00000130508.11:s:1653076-1653785,0.411788073,1.00000,1.59E-18,0.002,0.432,FALSE,TRUE,TRUE,3,3,0,ENSG00000130508.11:s:1653076-1653785_1650886-1653628,NA,NA,NA,NA,NA,-,ENST00000252804.9|ENST00000478155.5|ENST00000493779.1|ENST00000465809.1,ENSE00003581662.1|ENSE00003672963.1|ENSE00001929792.1,16|9|1|2,ENSG00000130508.11,ENSG00000130508.11,FALSE,novel_acceptor,Y
chr2:19975663-19977925,chr2,19975663,19977925,2263,-,WDR35,ENSG00000118965.16,ENSG00000118965.16:t:19975530-19975663,0.575737562,1.00000,1.02E-10,0.029,0.587,FALSE,FALSE,TRUE,2,3,0,ENSG00000118965.16:t:19975530-19975663_19975663-19977925,-,ENST00000281405.9|ENST00000345530.8|ENST00000414212.5,ENSE00001744886.1,6,ENSG00000118965.16,NA,NA,NA,NA,NA,ENSG00000118965.16,FALSE,novel_donor,Y
chr2:219464608-219465596,chr2,219464608,219465596,989,+,SPEG,ENSG00000072195.15,ENSG00000072195.15:s:219464433-219464667,0.250963413,1.00000,1.42E-20,0,0.267,FALSE,TRUE,TRUE,5,4,0,ENSG00000072195.15:s:219464433-219464667_219464608-219465596,+,ENST00000312358.12|ENST00000498378.5|ENST00000396698.5|ENST00000485813.5|ENST00000396688.5|ENST00000475921.1|ENST00000396686.5|ENST00000396689.2,ENSE00003524461.1|ENSE00003541766.1,9|10|7|4|3,ENSG00000072195.15,NA,NA,NA,NA,NA,ENSG00000072195.15,FALSE,novel_acceptor,Y
chr2:219465786-219466057,chr2,219465786,219466057,272,+,SPEG,ENSG00000072195.15,ENSG00000072195.15:t:219466057-219466862,0.423218579,1.00000,5.37E-17,0,0.437,FALSE,FALSE,TRUE,2,3,0,ENSG00000072195.15:t:219466057-219466862_219465786-219466057,NA,NA,NA,NA,NA,+,ENST00000498378.5|ENST00000396698.5|ENST00000396688.5|ENST00000475921.1|ENST00000396686.5|ENST00000396689.2,ENSE00003547982.1|ENSE00001525951.1|ENSE00001525927.1|ENSE00001525924.1|ENSE00001552925.1,11|5|4,ENSG00000072195.15,ENSG00000072195.15,FALSE,novel_donor,
chr2:241668685-241668875,chr2,241668685,241668875,191,+,ATG4B,ENSG00000168397.17,ENSG00000168397.17:s:241668259-241668860,0.23380556,1.00000,7.40E-21,0,0.255,FALSE,FALSE,TRUE,3,3,0,ENSG00000168397.17:s:241668259-241668860_241668685-241668875,+,ENST00000405546.7|ENST00000402096.5|ENST00000494465.5|ENST00000404914.8|ENST00000482507.5|ENST00000344376.9|ENST00000428861.1|ENST00000460211.5|ENST00000475693.1,ENSE00003547072.1|ENSE00003530370.1|ENSE00001917128.1,10|11|3|2|1,ENSG00000168397.17,NA,NA,NA,NA,NA,ENSG00000168397.17,FALSE,novel_acceptor,Y
chr2:241668985-241670726,chr2,241668985,241670726,1742,+,ATG4B,ENSG00000168397.17,ENSG00000168397.17:t:241670561-241670782,0.400194048,1.00000,1.18E-18,0,0.412,FALSE,FALSE,TRUE,3,4,0,ENSG00000168397.17:t:241670561-241670782_241668985-241670726,NA,NA,NA,NA,NA,+,ENST00000405546.7|ENST00000402096.5|ENST00000494465.5|ENST00000404914.8|ENST00000482507.5|ENST00000344376.9|ENST00000428861.1|ENST00000460211.5|ENST00000475693.1,ENSE00003568388.1|ENSE00003513044.1,11|12|4|3|2,ENSG00000168397.17,ENSG00000168397.17,FALSE,novel_donor,Y
chr2:3457693-3457795,chr2,3457693,3457795,103,+,TRAPPC12,ENSG00000171853.16,ENSG00000171853.16:s:3457621-3457693,0.568395735,1.00000,2.68E-09,0.033,0.582,FALSE,FALSE,TRUE,3,4,1,ENSG00000171853.16:s:3457621-3457693_3457693-3457795,+,ENST00000382110.6|ENST00000324266.10|ENST00000441983.5|ENST00000417243.5|ENST00000469147.5|ENST00000441099.5|ENST00000433382.5|ENST00000462983.5|ENST00000479897.5|ENST00000415624.5|ENST00000479955.5|ENST00000497597.5,ENSE00003566391.1|ENSE00003690640.1,7|6|4|3|2,ENSG00000171853.16,+,ENST00000441099.5,ENSE00001688512.1,5,ENSG00000171853.16,ENSG00000171853.16,TRUE,annotated,Y
chr2:3458515-3460263,chr2,3458515,3460263,1749,+,TRAPPC12,ENSG00000171853.16,ENSG00000171853.16:t:3459931-3460336,0.643437944,1.00000,0.000880657,0.002,0.652,FALSE,FALSE,TRUE,4,4,0,ENSG00000171853.16:t:3459931-3460336_3458515-3460263,NA,NA,NA,NA,NA,+,ENST00000382110.6|ENST00000324266.10|ENST00000441983.5|ENST00000417243.5|ENST00000469147.5|ENST00000433382.5|ENST00000462983.5|ENST00000479897.5|ENST00000415624.5|ENST00000479955.5|ENST00000497597.5|ENST00000473348.5,ENSE00003467928.1|ENSE00001735812.1|ENSE00003622278.1|ENSE00001941839.1,8|7|5|4|3|2,ENSG00000171853.16,ENSG00000171853.16,FALSE,novel_donor,Y
chr20:19681991-19683910,chr20,19681991,19683910,1920,+,SLC24A3,ENSG00000185052.13,ENSG00000185052.13:s:19681858-19681991,0.24840425,1.00000,1.70E-22,0.007,0.271,FALSE,TRUE,TRUE,3,3,0,ENSG00000185052.13:s:19681858-19681991_19681991-19683910,+,ENST00000328041.11,ENSE00001304840.1,10,ENSG00000185052.13,NA,NA,NA,NA,NA,ENSG00000185052.13,FALSE,novel_acceptor,Y
chr20:19681991-19683913,chr20,19681991,19683913,1923,+,SLC24A3,ENSG00000185052.13,ENSG00000185052.13:s:19681858-19681991,0.316969569,1.00000,2.56E-21,0.019,0.338,FALSE,TRUE,TRUE,3,3,0,ENSG00000185052.13:s:19681858-19681991_19681991-19683913,+,ENST00000328041.11,ENSE00001304840.1,10,ENSG00000185052.13,NA,NA,NA,NA,NA,ENSG00000185052.13,FALSE,novel_acceptor,Y
chr20:19683960-19684176,chr20,19683960,19684176,217,+,SLC24A3,ENSG00000185052.13,ENSG00000185052.13:t:19684176-19684336,0.501219251,1.00000,2.73E-14,0.023,0.514,FALSE,FALSE,TRUE,2,3,0,ENSG00000185052.13:t:19684176-19684336_19683960-19684176,NA,NA,NA,NA,NA,+,ENST00000328041.11,ENSE00001320557.2,11,ENSG00000185052.13,ENSG00000185052.13,FALSE,novel_donor,Y
chr20:20472956-20490914,chr20,20472956,20490914,17959,-,RALGAPA2,ENSG00000188559.15,ENSG00000188559.15:t:20470933-20472956,0.329630978,1.00000,4.48E-21,0,0.348,FALSE,FALSE,TRUE,2,3,0,ENSG00000188559.15:t:20470933-20472956_20472956-20490914,-,ENST00000202677.12|ENST00000430436.5|ENST00000620717.4|ENST00000427175.2,ENSE00001205551.1|ENSE00001775454.2,37|31|6,ENSG00000188559.15,NA,NA,NA,NA,NA,ENSG00000188559.15,FALSE,novel_donor,Y
chr20:20491001-20495117,chr20,20491001,20495117,4117,-,RALGAPA2,ENSG00000188559.15,ENSG00000188559.15:s:20495117-20495275,0.239065537,1.00000,1.37E-22,0,0.263,FALSE,FALSE,TRUE,2,3,0,ENSG00000188559.15:s:20495117-20495275_20491001-20495117,NA,NA,NA,NA,NA,-,ENST00000202677.12|ENST00000430436.5|ENST00000620717.4|ENST00000427175.2,ENSE00000859385.1,36|30|5,ENSG00000188559.15,ENSG00000188559.15,FALSE,novel_acceptor,Y
chr20:3343731-3344641,chr20,3343731,3344641,911,-,C20orf194,ENSG00000088854.13,ENSG00000088854.13:t:3343676-3343731,0.302317875,1.00000,8.70E-22,0,0.324,FALSE,FALSE,TRUE,2,3,0,ENSG00000088854.13:t:3343676-3343731_3343731-3344641,-,ENST00000252032.10,ENSE00000990618.1,9,ENSG00000088854.13,NA,NA,NA,NA,NA,ENSG00000088854.13,FALSE,novel_donor,Y
chr20:3344699-3348525,chr20,3344699,3348525,3827,-,C20orf194,ENSG00000088854.13,ENSG00000088854.13:s:3348525-3348623,0.369185061,1.00000,2.90E-18,0,0.388,FALSE,FALSE,TRUE,4,4,0,ENSG00000088854.13:s:3348525-3348623_3344699-3348525,NA,NA,NA,NA,NA,-,ENST00000252032.10,ENSE00000990617.1,8,ENSG00000088854.13,ENSG00000088854.13,FALSE,novel_acceptor,Y
chr20:58694592-58694812,chr20,58694592,58694812,221,+,NPEPL1,ENSG00000215440.12,ENSG00000215440.12:s:58694421-58694592,0.260845596,1.00000,2.08E-20,0,0.283,FALSE,FALSE,TRUE,3,3,0,ENSG00000215440.12:s:58694421-58694592_58694592-58694812,+,ENST00000530122.1|ENST00000525967.5|ENST00000525817.5|ENST00000356091.11|ENST00000529976.5|ENST00000527587.5|ENST00000533788.1,ENSE00003565021.1|ENSE00003688992.1|ENSE00003584392.1|ENSE00002185206.1,13|4|3|2|1,ENSG00000254995.4|ENSG00000215440.12,NA,NA,NA,NA,NA,ENSG00000254995.4|ENSG00000215440.12,FALSE,ambig_gene,Y
chr20:58694592-58694812,chr20,58694592,58694812,221,+,STX16-NPEPL1,ENSG00000254995.4,ENSG00000254995.4:s:58694422-58694592,0.260845596,1.00000,2.08E-20,0,0.283,FALSE,FALSE,TRUE,3,3,0,ENSG00000254995.4:s:58694422-58694592_58694592-58694812,+,ENST00000530122.1|ENST00000525967.5|ENST00000525817.5|ENST00000356091.11|ENST00000529976.5|ENST00000527587.5|ENST00000533788.1,ENSE00003565021.1|ENSE00003688992.1|ENSE00003584392.1|ENSE00002185206.1,13|4|3|2|1,ENSG00000254995.4|ENSG00000215440.12,NA,NA,NA,NA,NA,ENSG00000254995.4|ENSG00000215440.12,FALSE,ambig_gene,Y
chr20:58694593-58698683,chr20,58694593,58698683,4091,+,NPEPL1,ENSG00000215440.12,ENSG00000215440.12:s:58694421-58694592,0.363009863,1.00000,3.40E-18,0.006,0.381,FALSE,FALSE,TRUE,3,3,0,ENSG00000215440.12:s:58694421-58694592_58694593-58698683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr20:58694593-58698683,chr20,58694593,58698683,4091,+,STX16-NPEPL1,ENSG00000254995.4,ENSG00000254995.4:s:58694422-58694592,0.363009863,1.00000,3.40E-18,0.006,0.381,FALSE,FALSE,TRUE,3,3,0,ENSG00000254995.4:s:58694422-58694592_58694593-58698683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr20:61254937-61545630,chr20,61254937,61545630,290694,+,CDH4,ENSG00000179242.16,ENSG00000179242.16:s:61254826-61254937,0.243380038,1.00000,1.51E-22,0,0.265,FALSE,FALSE,TRUE,2,3,0,ENSG00000179242.16:s:61254826-61254937_61254937-61545630,+,ENST00000614565.5,ENSE00003727525.1,2,ENSG00000179242.16,NA,NA,NA,NA,NA,ENSG00000179242.16,FALSE,novel_acceptor,Y
chr20:63439708-63444659,chr20,63439708,63444659,4952,-,KCNQ2,ENSG00000075043.20,ENSG00000075043.20:s:63444659-63444834,0.335975609,1.00000,6.40E-21,0.001,0.355,FALSE,FALSE,TRUE,3,4,0,ENSG00000075043.20:s:63444659-63444834_63439708-63444659,-,ENST00000359125.7|ENST00000626839.2|ENST00000625514.2|ENST00000629241.2|ENST00000629676.2|ENST00000370224.5|ENST00000637193.1|ENST00000357249.6|ENST00000360480.7|ENST00000344462.8|ENST00000370221.3|ENST00000344425.8|ENST00000636255.1|ENST00000626684.1|ENST00000630274.2,ENSE00003706485.1|ENSE00003711175.1,6|5|3|4,ENSG00000075043.20,-,ENST00000359125.7|ENST00000626839.2|ENST00000625514.2|ENST00000629241.2|ENST00000629676.2|ENST00000370224.5|ENST00000637193.1|ENST00000357249.6|ENST00000360480.7|ENST00000344462.8|ENST00000370221.3|ENST00000344425.8|ENST00000636255.1|ENST00000629498.2|ENST00000626684.1|ENST00000630274.2|ENST00000626313.1|ENST00000636873.1,ENSE00003707888.1|ENSE00003792647.1|ENSE00003709465.1|ENSE00003771148.1|ENSE00003774423.1|ENSE00003800355.1,4|3|1|2,ENSG00000075043.20,ENSG00000075043.20,FALSE,novel_exon_skip,Y
chr20:63439708-63444659,chr20,63439708,63444659,4952,-,KCNQ2,ENSG00000075043.20,ENSG00000075043.20:t:63439598-63439790,0.333345172,1.00000,2.90E-21,0.001,0.345,FALSE,FALSE,TRUE,3,4,0,ENSG00000075043.20:t:63439598-63439790_63439708-63444659,-,ENST00000359125.7|ENST00000626839.2|ENST00000625514.2|ENST00000629241.2|ENST00000629676.2|ENST00000370224.5|ENST00000637193.1|ENST00000357249.6|ENST00000360480.7|ENST00000344462.8|ENST00000370221.3|ENST00000344425.8|ENST00000636255.1|ENST00000626684.1|ENST00000630274.2,ENSE00003706485.1|ENSE00003711175.1,6|5|3|4,ENSG00000075043.20,-,ENST00000359125.7|ENST00000626839.2|ENST00000625514.2|ENST00000629241.2|ENST00000629676.2|ENST00000370224.5|ENST00000637193.1|ENST00000357249.6|ENST00000360480.7|ENST00000344462.8|ENST00000370221.3|ENST00000344425.8|ENST00000636255.1|ENST00000629498.2|ENST00000626684.1|ENST00000630274.2|ENST00000626313.1|ENST00000636873.1,ENSE00003707888.1|ENSE00003792647.1|ENSE00003709465.1|ENSE00003771148.1|ENSE00003774423.1|ENSE00003800355.1,4|3|1|2,ENSG00000075043.20,ENSG00000075043.20,FALSE,novel_exon_skip,Y
chr21:42843281-42850041,chr21,42843281,42850041,6761,-,WDR4,ENSG00000160193.12,ENSG00000160193.12:t:42843094-42843281,0.568152647,1.00000,4.95E-08,0.02,0.579,FALSE,FALSE,FALSE,2,2,1,ENSG00000160193.12:t:42843094-42843281_42843281-42850041,-,ENST00000330317.6,ENSE00001283844.5,12,ENSG00000160193.12,-,ENST00000330317.6,ENSE00001313461.1,11,ENSG00000160193.12,ENSG00000160193.12,TRUE,annotated,
chr21:45181517-45182584,chr21,45181517,45182584,1068,+,ADARB1,ENSG00000197381.17,ENSG00000197381.17:t:45182585-45182753,0.267843756,1.00000,2.40E-20,0.04,0.288,FALSE,FALSE,TRUE,4,4,0,ENSG00000197381.17:t:45182585-45182753_45181517-45182584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr22:17702386-17722274,chr22,17702386,17722274,19889,+,BCL2L13,ENSG00000099968.18,ENSG00000099968.18:s:17702243-17703733,0.206974162,1.00000,7.10E-23,0.003,0.227,FALSE,FALSE,TRUE,2,3,0,ENSG00000099968.18:s:17702243-17703733_17702386-17722274,+,ENST00000337612.9|ENST00000418951.6|ENST00000538149.5|ENST00000543133.5|ENST00000618481.4|ENST00000498133.5|ENST00000317582.10|ENST00000399777.1,ENSE00003726246.1|ENSE00003724968.1|ENSE00003715933.1|ENSE00003503185.1|ENSE00003526121.1,4|5|3|6|2,ENSG00000099968.18,NA,NA,NA,NA,NA,ENSG00000099968.18,FALSE,novel_acceptor,Y
chr22:19821375-19823987,chr22,19821375,19823987,2613,-,GNB1L,ENSG00000185838.14,ENSG00000185838.14:t:19821228-19821375,0.406049272,1.00000,1.02E-18,0,0.422,FALSE,FALSE,TRUE,2,3,0,ENSG00000185838.14:t:19821228-19821375_19821375-19823987,-,ENST00000329517.11|ENST00000403325.5|ENST00000405009.5|ENST00000453108.1,ENSE00001297632.2,3|2,ENSG00000185838.14,NA,NA,NA,NA,NA,ENSG00000185838.14,FALSE,novel_donor,Y
chr22:19824077-19854443,chr22,19824077,19854443,30367,-,GNB1L,ENSG00000185838.14,ENSG00000185838.14:s:19854443-19854539,0.250260279,1.00000,1.78E-22,0,0.272,FALSE,FALSE,TRUE,3,4,0,ENSG00000185838.14:s:19854443-19854539_19824077-19854443,NA,NA,NA,NA,NA,-,ENST00000329517.11|ENST00000403325.5|ENST00000405009.5|ENST00000460402.5|ENST00000481086.1|ENST00000453108.1|ENST00000407472.5|ENST00000484072.5|ENST00000328554.9|ENST00000405640.1|ENST00000416337.1,ENSE00003693672.1|ENSE00001550885.1|ENSE00001955037.1|ENSE00003489628.1|ENSE00001548881.1,2|1,ENSG00000185838.14|ENSG00000215012.9,ENSG00000185838.14|ENSG00000215012.9,FALSE,ambig_gene,Y
chr3:120908416-120909571,chr3,120908416,120909571,1156,+,STXBP5L,ENSG00000145087.13,ENSG00000145087.13:t:120909571-120909767,0.271885114,1.00000,1.04E-20,0.013,0.295,TRUE,FALSE,TRUE,4,3,0,ENSG00000145087.13:t:120909571-120909767_120908416-120909571,NA,NA,NA,NA,NA,+,ENST00000273666.10|ENST00000471454.6|ENST00000461772.5|ENST00000472879.5|ENST00000492541.5|ENST00000497029.5|ENST00000495504.5|ENST00000471262.1,ENSE00001078687.1,2|1,ENSG00000145087.13,ENSG00000145087.13,FALSE,novel_donor,Y
chr3:120908428-120909571,chr3,120908428,120909571,1144,+,STXBP5L,ENSG00000145087.13,ENSG00000145087.13:t:120909571-120909767,0.28730061,1.00000,5.14E-22,0,0.31,TRUE,FALSE,TRUE,4,3,0,ENSG00000145087.13:t:120909571-120909767_120908428-120909571,NA,NA,NA,NA,NA,+,ENST00000273666.10|ENST00000471454.6|ENST00000461772.5|ENST00000472879.5|ENST00000492541.5|ENST00000497029.5|ENST00000495504.5|ENST00000471262.1,ENSE00001078687.1,2|1,ENSG00000145087.13,ENSG00000145087.13,FALSE,novel_donor,Y
chr3:124700033-124700977,chr3,124700033,124700977,945,+,KALRN,ENSG00000160145.16,ENSG00000160145.16:s:124699869-124700033,0.318117792,1.00000,3.19E-21,0.005,0.339,FALSE,TRUE,TRUE,3,3,0,ENSG00000160145.16:s:124699869-124700033_124700033-124700977,+,ENST00000682506.1|ENST00000360013.7|ENST00000354186.8|ENST00000682290.1|ENST00000291478.9,ENSE00001121906.1|ENSE00003917224.1,56|55|24|23,ENSG00000160145.16,NA,NA,NA,NA,NA,ENSG00000160145.16,FALSE,novel_acceptor,Y
chr3:124700033-124701093,chr3,124700033,124701093,1061,+,KALRN,ENSG00000160145.16,ENSG00000160145.16:s:124699869-124700033,0.41495698,1.00000,7.82E-18,0.007,0.428,FALSE,TRUE,TRUE,3,3,0,ENSG00000160145.16:s:124699869-124700033_124700033-124701093,+,ENST00000682506.1|ENST00000360013.7|ENST00000354186.8|ENST00000682290.1|ENST00000291478.9,ENSE00001121906.1|ENSE00003917224.1,56|55|24|23,ENSG00000160145.16,NA,NA,NA,NA,NA,ENSG00000160145.16,FALSE,novel_acceptor,Y
chr3:124701255-124702038,chr3,124701255,124702038,784,+,KALRN,ENSG00000160145.16,ENSG00000160145.16:t:124702038-124702116,0.727063338,1.00000,0.000193084,0.009,0.739,FALSE,FALSE,TRUE,2,3,0,ENSG00000160145.16:t:124702038-124702116_124701255-124702038,NA,NA,NA,NA,NA,+,ENST00000682506.1|ENST00000360013.7|ENST00000354186.8|ENST00000682290.1|ENST00000291478.9,ENSE00001121896.1|ENSE00003920930.1,57|56|25|24,ENSG00000160145.16,ENSG00000160145.16,FALSE,novel_donor,Y
chr3:129483682-129483926,chr3,129483682,129483926,245,+,IFT122,ENSG00000163913.13,ENSG00000163913.13:s:129483485-129483892,0.292311916,1.00000,6.74E-22,0,0.312,FALSE,FALSE,TRUE,2,3,0,ENSG00000163913.13:s:129483485-129483892_129483682-129483926,+,ENST00000440957.7|ENST00000347300.6|ENST00000431818.7|ENST00000296266.7|ENST00000507564.5|ENST00000348417.7|ENST00000512220.5|ENST00000504021.5|ENST00000349441.6|ENST00000506507.5|ENST00000509522.5|ENST00000512814.5,ENSE00003597171.1|ENSE00003503756.1,13|14|16|15|12|3|2,ENSG00000163913.13,NA,NA,NA,NA,NA,ENSG00000163913.13,FALSE,novel_acceptor,Y
chr3:13366091-13375504,chr3,13366091,13375504,9414,-,NUP210,ENSG00000132182.12,ENSG00000132182.12:t:13365946-13366091,0.284298161,1.00000,4.87E-22,0.035,0.305,FALSE,FALSE,TRUE,2,3,0,ENSG00000132182.12:t:13365946-13366091_13366091-13375504,-,ENST00000254508.7|ENST00000420141.2,ENSE00003647601.1|ENSE00003498016.1,14,ENSG00000132182.12,-,ENST00000254508.7|ENST00000420141.2,ENSE00003629371.1|ENSE00003648220.1,11,ENSG00000132182.12,ENSG00000132182.12,FALSE,novel_exon_skip,Y
